Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,168.214554,169.652283,166.776825,169.508514,93.532669,6932005
2006-01-04,169.412659,169.652283,168.214554,169.268890,93.400444,5011458
2006-01-05,169.029266,169.412659,168.214554,168.837570,93.162430,3934887
2006-01-06,169.556442,170.275299,168.645874,169.987747,93.797073,4608094
2006-01-09,169.652283,169.796051,168.885498,169.556442,93.559090,4322644
2006-01-10,169.029266,169.220963,167.974930,168.645874,93.056664,4390584
2006-01-11,168.406250,170.371155,168.214554,169.796051,93.691299,4672862
2006-01-12,169.891907,169.939835,167.447769,167.735306,92.554245,4623743
2006-01-13,167.256058,168.933411,166.776825,168.214554,92.818657,3592452
2006-01-17,170.754547,170.754547,166.872665,167.447769,92.395561,3352949
2006-01-18,167.256058,167.303986,165.866257,166.872665,92.078224,4205438
2006-01-19,167.256058,167.256058,165.339096,166.201721,91.708038,6116345
2006-01-20,164.380600,165.339096,159.204773,159.923630,88.243828,18378414
2006-01-23,160.690430,161.361374,159.396469,159.540237,88.032288,8098802
2006-01-24,160.786270,160.786270,157.719116,157.958740,87.159645,9698447
2006-01-25,158.869293,159.108917,156.473083,157.000244,86.630768,10722248
2006-01-26,157.814957,158.485901,156.904404,158.246277,87.318298,10193581
2006-01-27,157.910812,158.246277,156.952332,157.910812,87.133194,9038845
2006-01-30,157.671188,158.581757,156.904404,157.814957,87.080330,7383383
2006-01-31,157.671188,158.054581,156.377228,156.952332,86.604309,8282696
2006-02-01,156.521011,159.060989,156.425156,158.821381,87.635643,7942576
2006-02-02,158.485901,159.540237,157.575348,157.671188,87.000969,6357370
2006-02-03,157.191940,158.821381,157.048172,157.431564,86.868752,5389241
2006-02-06,157.431564,157.623260,156.473083,156.952332,86.604309,4833010
2006-02-07,156.521011,156.856476,154.364410,154.843658,85.440804,7676824
2006-02-08,154.843658,157.144028,154.460251,156.904404,86.577858,5582963
2006-02-09,157.096100,158.342133,157.000244,157.767044,87.053879,5492675
2006-02-10,157.767044,159.923630,157.527420,159.492310,88.005852,5542023
2006-02-13,159.108917,160.354950,158.533829,159.348541,87.926529,4174890
2006-02-14,159.013077,160.738358,158.342133,160.354950,88.481827,6106475
2006-02-15,160.738358,160.738358,159.396469,160.354950,88.481827,3929462
2006-02-16,160.259109,160.546646,158.437973,159.827789,88.190941,4985229
2006-02-17,159.827789,161.073822,159.540237,161.073822,88.878494,5289375
2006-02-21,161.073822,161.744766,159.204773,159.875717,88.217415,4153377
2006-02-22,160.786270,161.744766,160.546646,161.217590,88.957848,5367185
2006-02-23,159.348541,160.354950,159.156845,159.396469,88.779671,4621511
2006-02-24,159.348541,159.636093,158.246277,158.821381,88.459351,3813133
2006-02-27,159.204773,159.827789,158.677597,159.684021,88.939842,4032979
2006-02-28,159.108917,159.588165,157.431564,157.527420,87.738647,5779919
2006-03-01,158.006653,158.294205,156.712708,157.000244,87.445038,5110740
2006-03-02,156.712708,157.719116,156.137604,157.431564,87.685249,5245264
2006-03-03,156.952332,159.779861,156.856476,158.437973,88.245827,5333925
2006-03-06,158.437973,159.348541,157.910812,158.629684,88.352592,4467581
2006-03-07,158.342133,159.300613,158.198364,158.869293,88.486038,4538150
2006-03-08,158.437973,160.690430,158.198364,160.211182,89.233437,5233475
2006-03-09,159.971558,160.738358,158.917221,159.108917,88.619514,5052022
2006-03-10,159.492310,161.409286,159.396469,161.265518,89.820686,5377076
2006-03-13,161.313446,161.648911,160.211182,161.361374,89.874077,4072917
2006-03-14,160.546646,162.223999,160.450806,161.888535,90.167686,4097915
2006-03-15,161.888535,165.434937,161.888535,164.955688,91.875999,7632233
2006-03-16,166.057953,166.297577,164.572296,164.763992,91.769226,6542808
2006-03-17,165.195313,166.585129,164.859848,165.387009,92.116234,8470804
2006-03-20,165.530792,166.297577,164.859848,165.339096,92.089523,3364843
2006-03-21,165.387009,166.249649,164.284760,164.572296,91.662445,4181317
2006-03-22,164.763992,165.674561,164.572296,165.482864,92.169647,3370519
2006-03-23,165.099472,165.195313,162.990799,163.517960,91.075233,4294787
2006-03-24,163.086639,163.565887,162.415710,162.703247,90.621483,3014979
2006-03-27,162.319855,162.655319,161.457214,161.936462,90.194359,3154303
2006-03-28,161.553070,162.223999,160.498734,161.025894,89.687202,4779969
2006-03-29,160.786270,163.134567,160.786270,162.607407,90.568092,5224273
2006-03-30,163.278336,166.537201,163.182495,166.057953,92.489929,9110020
2006-03-31,166.489273,167.735306,166.393433,166.680969,92.836952,7801166
2006-04-03,166.728897,167.687378,165.770416,166.249649,92.596718,4662575
2006-04-04,167.112289,167.112289,164.476456,166.297577,92.623352,4500007
2006-04-05,166.057953,166.489273,164.811920,164.955688,91.875999,4077883
2006-04-06,164.380600,165.578705,163.517960,165.387009,92.116234,4219147
2006-04-07,165.578705,166.537201,162.990799,163.086639,90.835014,4943184
2006-04-10,163.230423,163.326263,161.984390,162.559479,90.541397,4789734
2006-04-11,162.559479,163.278336,161.169662,163.182495,90.888390,4792071
2006-04-12,164.380600,165.482864,163.757584,165.147385,91.982819,5456806
2006-04-13,163.853439,164.668152,161.073822,162.415710,90.461288,7859821
2006-04-17,161.792679,161.792679,158.485901,159.540237,88.859749,7384677
2006-04-18,160.642502,162.799103,159.156845,162.319855,90.407906,6957566
2006-04-19,162.703247,162.799103,160.546646,162.415710,90.461288,5137574
2006-04-20,161.984390,163.805511,161.169662,163.517960,91.075233,5297784
2006-04-21,164.140976,164.476456,161.409286,162.799103,90.674866,6101926
2006-04-24,162.032303,162.942871,161.984390,162.607407,90.568092,3423018
2006-04-25,162.942871,163.230423,161.984390,162.799103,90.674866,4739634
2006-04-26,163.278336,165.051544,162.367783,163.565887,91.101929,4810871
2006-04-27,162.463623,166.201721,162.415710,165.003616,91.902679,5273642
2006-04-28,165.291168,166.680969,164.620224,165.770416,92.329765,5175550
2006-05-01,166.010025,166.393433,164.476456,164.811920,91.795937,3715458
2006-05-02,164.811920,165.770416,163.422119,165.243240,92.036110,3432178
2006-05-03,163.997208,166.153809,163.853439,164.859848,91.822647,4629210
2006-05-04,165.339096,167.447769,165.243240,166.776825,92.890350,4559267
2006-05-05,167.447769,168.789642,167.112289,168.502090,93.851242,5438151
2006-05-08,168.214554,168.885498,167.591537,167.735306,93.424194,3417301
2006-05-09,167.495682,168.310394,167.256058,167.735306,93.424194,3495132
2006-05-10,167.447769,167.687378,165.339096,166.297577,92.623352,4441373
2006-05-11,165.339096,166.153809,163.565887,165.387009,92.116234,4754929
2006-05-12,164.763992,165.530792,163.805511,164.284760,91.502304,4748753
2006-05-15,163.422119,165.770416,163.326263,165.626633,92.249672,4805905
2006-05-16,166.489273,167.351913,166.345505,166.728897,92.863632,4879626
2006-05-17,165.914185,167.016449,164.859848,164.955688,91.875999,5325954
2006-05-18,165.291168,165.578705,163.613815,163.661743,91.155304,5040942
2006-05-19,164.045135,165.339096,162.703247,163.709656,91.181999,6262408
2006-05-22,163.182495,164.668152,163.038727,163.278336,90.941780,5573260
2006-05-23,163.422119,163.997208,162.511551,162.990799,90.781601,4652831
2006-05-24,161.792679,164.763992,161.505142,164.188904,91.448921,6081269
2006-05-25,164.620224,165.003616,163.038727,164.955688,91.875999,4202246
2006-05-26,165.195313,165.482864,163.422119,164.524368,91.635719,4421487
2006-05-30,164.572296,164.716080,162.990799,163.182495,90.888390,4623201
2006-05-31,163.661743,164.188904,162.799103,164.188904,91.448921,6317579
