Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,2.585000,2.669643,2.580357,2.669643,2.260118,807234400
2006-01-04,2.683214,2.713571,2.660714,2.677500,2.266771,619603600
2006-01-05,2.672500,2.675000,2.633929,2.656429,2.248931,449422400
2006-01-06,2.687500,2.739286,2.662500,2.725000,2.306983,704457600
2006-01-09,2.740357,2.757143,2.705000,2.716071,2.299425,675040800
2006-01-10,2.723214,2.924643,2.708214,2.887857,2.444858,2279869200
2006-01-11,2.994286,3.028571,2.949643,2.996429,2.536775,1493794400
2006-01-12,3.034643,3.085714,2.986429,3.010357,2.548566,1280809600
2006-01-13,3.035357,3.071786,3.021429,3.056786,2.587873,776305600
2006-01-17,3.060714,3.085000,2.995357,3.025357,2.561266,835623600
2006-01-18,2.967143,3.001786,2.923214,2.946071,2.494142,1200637200
2006-01-19,2.901786,2.916429,2.812143,2.822857,2.389830,1695848000
2006-01-20,2.831429,2.858571,2.708214,2.717500,2.300633,1134758800
2006-01-23,2.717857,2.841429,2.714286,2.773929,2.348407,1059730000
2006-01-24,2.812857,2.836429,2.706071,2.715714,2.299122,1142254400
2006-01-25,2.763929,2.767857,2.616071,2.650000,2.243488,1275786400
2006-01-26,2.661786,2.693929,2.568929,2.583214,2.186948,1181387200
2006-01-27,2.605357,2.628571,2.539286,2.572500,2.177877,953864800
2006-01-30,2.541786,2.735714,2.531071,2.678571,2.267677,1398401200
2006-01-31,2.696429,2.726429,2.633929,2.696786,2.283098,913542000
2006-02-01,2.676786,2.730714,2.665714,2.693571,2.280375,521186400
2006-02-02,2.682143,2.691429,2.573214,2.575000,2.179994,707322000
2006-02-03,2.580000,2.599643,2.537143,2.566071,2.172434,692123600
2006-02-06,2.572143,2.589643,2.383571,2.403571,2.034862,1651767600
2006-02-07,2.438214,2.481429,2.381429,2.414286,2.043933,1388830800
2006-02-08,2.446071,2.467143,2.357143,2.457500,2.080519,953114400
2006-02-09,2.467857,2.472500,2.304643,2.319643,1.963808,1149764000
2006-02-10,2.327857,2.416786,2.246429,2.403929,2.035165,1760477600
2006-02-13,2.379643,2.383929,2.308571,2.311071,1.956552,883498000
2006-02-14,2.325000,2.432143,2.321429,2.415714,2.045143,1160938800
2006-02-15,2.398571,2.486429,2.383929,2.472143,2.092914,1159771200
2006-02-16,2.496786,2.536071,2.481429,2.520357,2.133733,948175200
2006-02-17,2.510714,2.531786,2.486071,2.510357,2.125267,575999200
2006-02-21,2.521071,2.528571,2.452857,2.467143,2.088682,779606800
2006-02-22,2.464286,2.559643,2.428571,2.547143,2.156411,978238800
