Date,Open,High,Low,Close,Adj Close,Volume
2006-01-03,78.824089,78.919693,77.256210,78.451241,44.594074,12253995
2006-01-04,78.585083,78.871895,77.753349,78.346077,44.534294,10285109
2006-01-05,77.820267,79.254303,77.676865,78.871895,44.833187,7545216
2006-01-06,80.258125,81.290634,79.741875,81.214149,46.164593,8573957
2006-01-09,80.210327,80.544930,79.713196,80.047798,45.501587,7166251
2006-01-10,79.493309,80.420647,79.464630,80.372849,45.686371,5962200
2006-01-11,80.659653,81.080307,79.732315,80.468452,45.740715,6042114
2006-01-12,80.133842,80.267685,79.732315,79.894836,45.414669,5150609
2006-01-13,79.349907,79.780113,78.871895,79.512428,45.197281,7239994
2006-01-17,79.158699,79.502869,78.910133,79.349907,45.104897,9119446
2006-01-18,80.305923,80.975143,79.847038,80.114723,45.539627,11490101
2006-01-19,80.439774,80.678780,79.369026,79.435944,45.153824,6781741
2006-01-20,79.388145,79.397705,77.676865,77.782028,44.213661,9001667
2006-01-23,77.753349,78.317398,77.361374,77.829826,44.240849,6395349
2006-01-24,77.810707,78.537285,77.246651,77.294456,43.936520,6348174
2006-01-25,77.485657,78.030594,77.065010,77.351814,43.969116,6667518
2006-01-26,77.915871,78.059273,77.045891,77.170174,43.865868,8169469
2006-01-27,77.198853,78.173996,77.198853,77.456978,44.028893,6384156
2006-01-30,76.682602,78.212234,76.682602,78.040154,44.360386,5570055
2006-01-31,77.915871,78.393883,77.600380,77.724663,44.181087,7083094
2006-02-01,77.342255,78.623329,77.103249,78.336517,44.528839,5668588
2006-02-02,77.868073,78.001915,77.342255,77.657745,44.143021,6483108
2006-02-03,77.007645,77.217972,76.214149,76.453156,43.458309,10305192
2006-02-06,76.424477,76.434036,75.458893,76.013382,43.208313,10008651
2006-02-07,76.003822,76.663483,75.812622,76.338432,43.393078,5488676
2006-02-08,77.036331,77.342255,76.711281,77.246651,44.019592,5260543
2006-02-09,76.864243,77.246651,76.003822,76.864243,43.801678,7959223
2006-02-10,76.864243,77.877632,76.673042,77.753349,44.308342,5619007
2006-02-13,77.753349,78.307838,76.653923,76.902489,43.823483,5499240
2006-02-14,77.007645,77.868073,76.816444,77.523903,44.177605,6354973
2006-02-15,77.304016,77.915871,76.959846,77.294456,44.046848,5284392
2006-02-16,77.131927,77.351814,76.606117,77.351814,44.079533,5554783
2006-02-17,77.351814,77.466537,76.606117,77.160614,43.970573,5542545
2006-02-21,76.577438,77.198853,76.453156,76.959846,43.856167,6106548
2006-02-22,76.481834,78.059273,76.453156,77.772469,44.319237,5537838
2006-02-23,77.629066,77.762909,76.520073,76.673042,43.692707,5208452
2006-02-24,77.103249,77.103249,76.338432,76.577438,43.638237,4082747
2006-02-27,76.453156,77.332695,76.434036,77.084129,43.926994,3961202
2006-02-28,76.577438,77.007645,76.204590,76.711281,43.714512,6234892
2006-03-01,76.673042,77.256210,76.271507,76.386230,43.529274,5410226
